Any;mes;dia;C_HORA_TRUCADA;D_COORD_GEO_IMPACTE
2013;10;9;99;27085507 83381466
2014;1;14;99;77
2013;4;2;99;77
2013;7;11;99;77
2014;12;28;99;29437434 80726498
2013;1;17;99;77
2013;4;20;99;77
2013;5;21;99;34214134 84408715
2014;7;14;99;426508.371, 4580449.016
2014;9;21;99;31529651 88384129
2013;7;13;99;77
2014;6;23;99;28590218 86987472
2013;1;9;99;77
2013;3;24;99;77
2013;8;28;99;30009696 84243934
2013;2;7;99;31745187 83701840
2013;5;23;99;28483496 77943823
2014;10;17;99;33553303 82798963
2014;3;9;99;30192279 83170667
2014;9;11;99;28361781 78572231
2014;12;1;99;31486576 84939053
2013;10;3;99;77
2013;7;25;99;30103997 82086520
2014;2;4;99;27589770 81793993
2013;10;6;99;28689394 78056634
2013;10;17;99;27123192 83413422
2013;9;6;99;27255440 81489948
2013;7;4;99;29088130 81435082
2014;9;21;99;27954424 82393921
2014;7;21;99;77
2014;12;22;99;31560158 85221976
2013;10;3;99;77
2013;11;17;99;25597921 82857713
2014;11;26;99;26777151 84625916
2014;11;18;99;32517625 83492953
2014;12;12;14,46;26883538 81159472
2013;10;18;99;77
2014;10;28;99;31164967 83513977
2014;5;18;99;32160578 88555486
2014;11;4;99;28198573 77797369
2014;11;16;99;29922735 86317217
2014;5;10;99;31398094 83812831
2013;10;8;99;33921500 88195417
2014;3;23;99;30047828 83325365
2014;1;14;99;28055561 81933491
2014;2;10;99;28684137 83631366
2014;4;30;99;30028090 81416745
2014;4;1;99;29919800 83216982
2014;5;18;99;27608281 83414418
2013;11;23;99;31594954 86197218
2014;3;5;99;77
2014;2;23;99;29796265 83326995
2014;5;15;99;29189828 83698955
2014;10;4;99;31076899 87057161
2014;4;24;99;77
2014;12;27;99;31469204 81248758
2014;7;11;99;25483774 82559841
2013;9;17;99;26317833 84222714
2014;8;19;99;77
2014;10;14;99;33306345 87906790
2014;4;22;99;29720470 81713341
2013;10;16;99;29517077 86450005
2013;10;3;99;26988509 82795931
2014;6;4;99;28680024 80693090
2013;5;8;99;77
2014;11;4;14,45;31027797 82775746
2014;2;31;99;424972.595, 4580630.817
2013;5;18;99;30519074 82507492
2014;11;2;99;30377558 82219399
2013;10;11;99;28531814 86827224
2014;5;9;99;77
2013;8;19;99;31329195 87504637
2014;11;30;99;31546087 87488464
2013;12;14;99;25749246 83136118
2013;3;7;99;29566291 82284901
2013;8;17;99;26785563 84614517
2013;7;9;99;31215106 84437367
2013;3;23;99;28860565 83930283
2014;10;16;99;31180672 84464624
2014;6;22;99;31345792 82003364
2013;3;2;99;425901.607, 4577903.522
2013;11;10;99;31927312 86544119
2013;8;4;99;32264444 88968444
2014;1;27;99;28695770 84350163
2013;6;8;99;41.359598,2.0251
2014;1;9;99;29971635 88092231
2013;2;30;99;77
2013;3;23;19;29441938 87963949
2013;11;30;8,25;77
2014;1;2;99;33561114 82988759
2014;8;20;99;77
2014;3;8;99;31226420 87894254
2013;2;27;99;29730813 82310660
2013;3;3;99;31557825 82925277
2013;11;25;99;31104918 83389349
2014;1;30;13,45;27112662 82401730
2014;8;8;99;77
2014;10;17;99;31960094 84470531
2013;11;30;99;77
2014;11;12;99;31033879 87903995
2013;9;18;99;29247235 82194600
2013;5;11;99;77
2014;4;17;99;32726567 88955980
2014;3;4;99;28012849 83475503
2014;9;12;99;32110629 84431163
2013;6;22;99;30690325 83421469
2013;8;29;99;77
2014;1;16;99;77
2013;10;19;99;31682917 86279469
2013;12;4;99;31240494 85362503
2014;3;29;99;32322404 89150351
2013;5;1;99;77
2013;3;23;99;28802520 82292269
2014;11;9;99;32248310 88907619
2014;4;3;99;28643827 80962135
2014;12;3;99;30304923 82302595
2013;4;28;99;33074643 85008812
2013;3;3;99;77
2014;4;17;99;32147328 86014601
2013;11;7;99;77
2014;2;30;99;29151619 81149268
2014;4;17;99;77
2013;7;13;99;29252803 81459975
2013;9;13;99;31450897 85136660
2014;12;24;99;77
2013;12;25;99;33939541 84690349
2014;11;11;99;32126362 84798276
2013;1;8;99;30892685 82458673
2013;4;27;99;32318731 83866255
2014;5;15;99;29580179 78408122
2013;12;16;99;28523329 83408750
2014;7;9;99;32705146 83675102
2014;5;27;99;32075378 81701683
2013;2;15;99;425261.403, 4580965.748
2014;1;5;99;30177237 82146019
2014;8;10;99;30855693 84154151
2014;2;22;99;77
2013;7;1;99;27646698 83773397
2013;3;9;99;29395208 83224216
2014;8;9;99;30317450 82294771
2014;1;14;99;30161921 82731964
2013;10;15;99;29173814 82884485
2014;11;2;99;77
2014;4;3;99;32303534 81855569
2013;10;5;99;26499157 84067459
2014;12;10;99;31646549 86962706
2014;12;14;99;30144627 82711856
2013;4;2;99;30463847 81205008
2014;2;21;99;28141286 80164985
2014;3;5;99;30907170 88508380
2013;4;16;99;29688757 80927547
2014;11;13;99;31119618 83111398
2013;4;30;99;77
2014;1;11;99;30009696 84243934
2014;3;15;99;30675511 79776131
2014;7;24;99;31014385 80290868
2014;8;14;99;77
2014;1;31;99;31753765 83701225
2013;10;14;99;27341774 82476990
2014;10;14;99;32162519 88193449
2014;5;13;99;29960916 82893887
2013;12;14;99;77
2014;9;3;99;31931769 83852227
2013;8;21;99;77
2014;5;4;99;29743121 82301644
2014;5;18;99;30982346 82737019
2014;5;13;99;27521605 85290640
2014;4;9;99;425916.207, 4581014.449
2013;9;17;99;31062943 86058954
2014;5;25;99;30155226 84225604
2014;4;22;99;77
2014;3;23;99;31083085 83992719
2014;6;8;99;29595955 82162216
2014;11;21;99;77
2014;7;1;99;32758238 85276210
2013;4;19;99;77
2013;3;12;99;30605031 84280824
2013;2;25;99;28024780 84775900
2014;11;18;99;29652410 83267396
2014;12;14;99;30794062 83523967
2014;4;9;99;31590320 86523672
2014;9;17;99;30903688 84767340
2013;11;8;99;26909948 83919635
2013;12;29;99;30564942 82504974
2013;7;22;99;425933.265, 4577928.699
2014;11;8;99;77
2014;2;30;99;32502936 86118927
2014;7;16;99;29833891 82409624
2014;9;26;99;30317751 82688320
2013;2;14;99;77
2013;12;3;99;31961316 86153781
2013;4;28;99;32848809 89438561
2014;12;13;99;28264706 84201193
2014;6;15;99;30389358 81059462
2013;10;28;99;77
2014;4;5;99;31476143 85144828
2014;8;3;99;25865791 83089426
2014;10;20;99;30071015 81383167
2013;4;17;99;30027049 82032613
2014;1;11;99;32129627 84171513
2014;2;14;21,03;77
2014;9;8;99;30614412 86820293
2014;11;14;99;29735647 86778348
2014;2;17;5,43;30648037 83579050
2014;12;20;99;28972852 81553673
2014;12;13;99;30341756 82521586
2013;4;14;99;77
2014;12;17;99;34522622 84199878
2013;1;14;99;33092779 86336134
2013;5;27;99;77
2013;3;24;99;29195160 83439752
2013;6;29;99;31446010 81366933
2013;3;5;99;31254041 83208315
2013;7;17;99;29751820 83038691
2013;1;21;99;31273882 81053432
2014;11;24;99;27338144 81011730
2014;2;2;99;31545787 86076330
2013;3;25;99;28728387 87303836
2013;4;21;99;77
2013;11;17;99;30294996 82303350
2013;12;14;99;77
2013;6;19;17,43;30039690 81816294
2013;3;11;99;28953302 80882163
2013;8;10;99;31680836 90453964
2014;2;14;99;29932181 82680166
2014;9;20;99;31428339 83847971
2014;3;23;99;25237982 81832679
2014;10;5;99;28679526 81285948
2014;5;23;99;28115630 80150672
2013;6;24;99;27181008 82447138
2013;7;29;99;27920064 84600817
2014;12;9;99;30100260 81353834
2013;1;13;99;31623191 83564289
2014;12;27;99;28605835 79221262
2013;11;5;99;32004174 83809272
2013;10;5;99;77
2013;12;20;99;26097455 83463366
2014;8;27;99;77
2013;4;22;99;29465851 82594715
2013;12;25;99;30984992 80900350
2014;7;21;99;32029949 83016196
2014;11;19;5,35;31541758 84261610
2014;12;4;99;32140383 85880730
2013;12;6;99;29015769 80513946
2013;5;5;99;28293815 80626849
2013;9;10;99;28198926 82733447
2013;1;25;99;29838415 81618008
2014;4;2;99;77
2014;11;23;99;25202468 82108700
2014;6;9;99;28254554 80983725
2014;6;23;99;30783679 83516491
2014;5;12;99;28887626 80937582
2014;1;31;99;26670630 82389314
2014;8;28;99;30504532 84798211
2014;9;23;99;30177964 81882055
2014;3;24;99;28683248 80720331
2014;10;31;99;30975359 83529609
2014;9;20;99;77
2013;4;16;99;32257742 84177105
2013;2;3;99;28410414 80430992
2014;9;23;99;28017160 84037937
2014;10;28;99;425365.545, 4579422.465
2013;5;11;99;77
2013;8;3;99;27754797 82247218
2014;6;24;99;28882557 84893871
2013;2;14;99;27984938 82718678
2014;9;2;99;29065891 81837927
2014;6;11;99;31445369 83825178
2014;2;11;99;29758594 81717760
2013;10;7;99;77
2013;12;14;99;77
2014;2;3;99;30401193 83148508
2013;8;15;99;28027576 84044607
2014;5;30;99;77
2014;6;16;99;77
2013;9;30;99;29183874 81911099
2013;3;17;99;77
2013;6;31;99;30597710 83523928
2013;4;17;99;77
2014;2;13;99;77
2014;3;25;99;77
2013;9;29;99;26980359 84433373
2013;9;25;99;77
2014;12;14;99;77
2013;2;31;99;77
2014;8;16;99;31612803 85396388
2013;4;3;99;77
2014;10;24;99;30135394 79085990
2013;3;3;99;29234543 84651087
2013;1;4;99;77
2014;8;31;99;31477146 83026735
2013;4;20;99;31544586 82755194
2013;9;3;99;29327319 86333570
2013;6;8;99;27988533 84775473
2014;3;31;99;77
2014;5;5;99;32134377 85834615
2014;1;3;99;77
2013;9;18;99;425528.761, 4579823.429
2014;2;16;99;29887219 83392166
2013;2;8;99;77
2014;1;27;99;33366299 89052866
2014;5;16;99;31164335 83884851
2013;10;29;99;425764.688, 4578139.219
2014;10;28;99;26777151 84625916
2013;12;9;99;31416119 84048947
2014;2;28;99;30521309 84387397
2014;5;2;99;31101594 84547978
2014;6;3;99;31256287 83210989
2014;2;26;99;30598921 83524416
2013;2;26;99;77
2013;10;20;99;31320687 88733611
2014;2;31;99;30492416 83232386
2013;4;14;99;29125000 80581433
2013;1;28;21,2;27759662 84172962
2014;2;29;99;32676238 88802315
2013;3;12;99;28879255 84578765
2014;7;8;99;77
2013;1;24;99;29366808 84725142
2014;2;7;99;28638230 80961772
2013;2;5;99;77
2013;12;26;99;77
2014;12;6;99;77
2013;8;26;99;77
2014;1;20;8,06;27193843 81780733
2013;10;24;99;77
2014;11;25;99;29381981 87736341
2014;4;30;99;32782838 85294152
2014;4;20;99;27465107 81008083
2014;2;15;99;31379379 84478542
2013;10;29;99;33069804 85586125
2013;1;20;99;31606676 81727747
2014;1;13;99;77
2013;12;9;99;29005958 82858978
2014;6;20;99;31291662 86367043
2014;6;23;99;31879347 83998298
2013;4;19;99;426823.484, 4579147.905
2013;9;22;99;77
2014;6;16;99;30025716 81240114
2013;1;2;99;32778190 84673998
2014;5;24;99;27798419 83012359
2013;5;9;99;31586621 88790424
2014;1;17;99;77
2014;12;17;99;31098451 87657839
2014;8;18;99;77
2013;9;30;99;30213546 84723745
2013;9;4;99;27697102 80005317
2013;7;12;99;34646899 85094390
2013;4;4;99;426536.321, 4578332.615
2014;4;17;99;77
2014;5;14;99;26854030 81482315
2013;8;14;99;31958203 86152059
2013;9;5;99;77
2013;8;27;99;27035724 81030559
2013;1;18;99;33364121 87633636
2013;12;21;99;77
2014;12;4;99;31414117 82706656
2013;9;30;99;77
2014;12;9;99;31109086 82467271
2014;10;7;99;32211466 83194958
2013;6;17;99;28380079 82083959
2013;9;2;99;30934928 82421983
2013;3;9;99;30769435 84895277
2013;11;27;99;77
2014;12;29;99;31711408 81614367
2014;8;17;99;77
2013;1;20;99;28698652 83788389
2013;10;23;99;77
2014;7;5;99;426134.715, 4579675.067
2013;3;25;99;32142906 84181487
2013;11;8;99;30692638 82666528
2014;10;14;99;77
2014;12;15;99;28662992 82955686
2013;7;9;1;25365277 82353879
2013;1;1;99;29700097 83284374
2014;4;15;99;27207525 80524406
2013;10;27;99;28411698 81566789
2014;10;12;99;30505897 82876709
2013;6;20;99;30797927 84278345
2014;3;29;99;30176979 82732352
2013;9;9;99;425773.618, 4578876.456
2014;5;10;99;34430321 84046856
2013;7;4;99;77
2013;8;13;0,2;29148357 81150847
2014;1;29;99;28555112 82955582
2013;4;3;99;28541340 82938346
2014;1;7;99;77
2013;5;31;99;30053243 86990070
2014;11;19;99;26227112 82139968
2014;3;6;99;30201119 81525744
2013;1;24;99;77
2013;11;28;99;29143024 83129472
2014;12;30;99;27909158 80990618
2014;5;11;99;30690542 82356426
2013;12;10;99;426311.576, 4577613.849
2013;10;26;99;77
2014;4;27;99;28349495 80364911
2013;11;28;99;77
2014;5;31;99;77
2013;6;7;99;26979091 83832062
2013;3;7;99;77
2013;11;19;99;77
2014;5;22;99;77
2014;7;20;99;77
2013;10;21;99;77
2014;5;3;99;26791155 82337300
2014;4;27;99;32121216 84770109
2013;2;25;99;33077534 85007919
2013;5;12;99;30953329 87667117
2013;3;3;99;31856988 83380867
2014;2;27;99;26742585 83826618
2013;5;7;99;30691385 82649445
2013;12;19;99;30521902 83027277
2013;12;14;99;77
2013;11;31;99;26640119 82934762
2013;11;26;99;34963327 85044940
2014;7;27;99;30568333 82792529
2014;5;26;99;30997527 87250386
2014;1;22;99;30645430 86738345
2014;9;1;99;77
2013;12;6;99;29646947 86457342
2013;10;15;99;29576638 86411185
2013;3;14;99;77
2014;5;13;99;27710467 85357593
2014;1;25;99;29402503 81688704
2013;11;28;99;27645585 82029065
2014;2;4;99;28588258 81939574
2014;5;23;99;30512279 84374834
2014;10;12;99;77
2013;8;19;99;31784624 86669640
2014;3;1;99;29261785 83918640
2013;8;19;99;27421134 81980200
2013;9;19;99;26175441 77003727
2014;8;9;99;32583976 88110291
2013;10;7;99;77
2013;3;22;99;30574305 83318157
2013;11;22;99;30068319 79004616
2013;2;6;99;77
2013;11;4;17,5;28000601 79465573
2013;6;21;99;427101.955, 4580475.174
2013;6;17;99;27002300 82389082
2014;12;3;99;26765433 82312256
2014;1;27;99;77
2013;10;18;99;32521860 88885327
2014;1;2;99;77
2014;7;29;99;77
2014;9;23;99;77
2014;6;13;99;27278013 76620826
2014;4;4;99;26551090 83199741
2013;10;19;99;77
2014;6;31;99;29557836 82693217
2014;1;9;12,35;28239600 81545842
2013;11;23;99;30930459 83471118
2013;2;3;99;77
2014;2;18;99;28863921 81468527
2013;1;20;99;77
2013;6;16;17,45;77
2013;1;20;99;30597147 81344240
2013;8;3;99;31393084 81064714
2013;9;26;99;32264164 84111948
2013;5;11;99;32205979 84162395
2013;10;2;99;30008994 82207704
2013;9;11;99;77
2014;2;14;99;26351235 82143315
2013;9;6;99;30529083 83543097
2014;9;10;99;28864420 80709080
2014;3;6;12,51;31091340 83998805
2013;3;23;99;27110554 84063514
2013;4;5;15,2;27188102 81767559
2014;5;4;99;77
2014;3;9;99;426388.510, 4580903.041
2014;5;26;99;77
2014;3;26;99;33366658 85291996
2014;2;2;99;30258288 82623365
2014;4;8;99;28877004 81648038
2013;4;16;99;29935699 81716256
2013;7;18;99;31847133 81584307
2013;4;18;99;31726103 81611800
2014;10;20;99;30301076 83478772
2014;1;27;99;27686296 83181049
2014;6;2;99;31474547 83985039
2013;3;10;99;28189411 80978602
2014;11;21;99;26523450 85933053
2014;9;3;99;30985015 84860623
2014;10;20;15,4;77
2014;3;25;99;31012354 87974711
2013;8;23;99;77
2013;12;12;99;26327589 82881485
2014;6;26;99;28588990 80604474
2014;6;8;99;29093031 84337878
2014;4;23;99;29075637 81650965
2014;12;28;99;28959353 86275165
2014;1;19;99;33376181 84319991
2014;6;3;99;29338988 82893716
2014;2;15;99;31417733 81924692
2013;2;27;99;77
2014;10;10;99;29323778 87408485
2013;8;7;16;29259932 82213223
2014;4;20;99;77
2014;11;21;99;77
2014;7;21;99;32492883 88909158
2014;12;1;99;29125048 80566072
2013;4;29;99;33972918 84664216
2014;6;27;99;30515853 83819065
2013;5;2;99;30656451 82098220
2013;9;22;99;31637945 82130421
2014;11;11;16,25;31853195 83799108
2013;12;16;99;29515507 83212225
2013;8;31;99;77
2014;2;24;99;77
2014;1;9;99;27181979 81769913
2014;11;17;99;29650184 84925789
2013;6;11;99;28726875 84058778
2013;9;6;99;27745436 84640289
2014;11;22;99;27586906 79902593
2013;11;26;99;77
2014;5;3;99;32745663 89101922
2013;10;15;99;77
2013;8;13;99;77
2013;10;28;99;28509589 86706367
2013;6;6;99;26782125 84619324
2014;2;9;99;31059541 83026723
2013;7;1;99;33524239 87377282
2014;8;1;99;28864140 80880932
2014;1;26;99;33486198 88535526
2014;1;29;99;33629381 85012182
2013;5;7;99;27879097 82332636
2013;12;5;99;26768465 81407982
2013;2;6;99;77
2013;9;9;99;29252301 81247850
2013;3;19;99;30462359 82449689
2013;11;21;99;77
2013;10;25;99;32495993 85400381
2014;3;16;99;28814689 82285504
2013;1;3;99;28741972 87324497
2013;9;2;99;31434657 83379213
2013;12;30;99;31816358 82444639
2013;8;23;99;29358265 81927147
2013;8;18;99;31210380 82606032
2013;12;12;99;77
2014;11;8;99;29802858 82180511
2014;1;31;99;77
2014;3;29;99;33098956 89099032
2013;11;9;99;29586182 81304370
2013;12;4;99;31759220 88828313
2014;9;16;99;29127570 83090714
2014;12;16;99;77
2014;1;5;99;28528165 86819599
2013;9;19;99;26356314 81601042
2014;4;7;99;77
2014;3;28;99;31093232 83976138
2014;11;3;99;28040556 79351809
2013;6;9;99;77
2014;10;4;99;77
2013;3;15;99;32242552 84110989
2014;6;16;99;31349225 84071983
2014;10;9;99;30098583 88146871
2013;2;10;99;30135625 81324405
2014;2;17;19,4;77
2014;2;20;99;31149959 80711648
2013;8;28;99;77
2014;7;24;99;27072906 82412368
2014;5;20;99;27345740 81502900
2014;8;23;99;77
2013;1;15;99;31818562 85252973
2013;10;24;99;424945.882, 4580429.643
2013;7;27;99;77
2013;12;9;99;31369774 81967757
2014;2;29;99;29453736 82110292
2014;11;5;99;30285029 82814739
2013;7;24;99;30174991 81945178
2014;12;15;99;26734677 81034174
2013;4;5;99;77
2014;2;25;99;29446272 83175938
2013;2;18;99;77
2014;5;10;99;426595.405, 4580505.611
2014;7;19;99;30113225 82866193
2013;5;25;99;26107213 82111669
2014;8;26;99;27772843 82561230
2014;8;7;99;77
2014;10;6;99;29961580 81946929
2014;9;8;99;77
2013;5;17;99;28593299 80584861
2013;10;5;99;77
2014;8;28;99;29583929 81304204
2013;6;1;99;30770766 83343432
2014;7;21;99;77
2013;12;8;99;28004899 83102185
2014;3;1;99;30922712 83275683
2014;5;22;99;28269613 77828189
2014;11;27;99;31311075 85952184
2014;1;26;99;30393994 83140790
2014;10;14;99;425312.590, 4580754.948
2013;1;27;99;31263591 82834883
2014;4;28;99;27603243 83487816
2013;5;23;99;31748590 83690190
2014;7;14;99;77
2013;8;6;99;31156874 87934533
2013;5;23;99;77
2014;4;1;99;28994492 82705383
2014;11;30;99;26302284 82161226
2014;8;20;99;77
2013;1;3;99;28231513 79028315
2014;7;2;99;28158406 80984876
2014;8;18;99;31974819 83262540
2013;7;9;99;77
2013;3;16;99;28107488 81862466
2013;1;5;99;31119817 83103805
2013;4;8;99;31007111 88356698
2013;10;4;99;77
2014;9;29;99;29718084 85818331
2013;12;6;99;27851830 84263977
2014;11;29;99;426905.014, 4579028.477
2014;6;9;99;30773198 82766565
2014;5;28;99;29948770 81530692
2014;11;9;99;28222162 84198576
2013;11;22;99;77
2014;12;12;99;30558698 82542403
2013;5;27;99;31507669 83747596
2013;7;30;12,3;77
2013;2;8;99;29656900 86763957
2013;11;9;99;28113550 78055568
2014;6;1;99;31842142 84358961
2014;10;27;99;28910383 79970168
2014;12;26;99;27588068 82561914
2013;12;2;99;77
2014;9;21;99;30822967 88476847
2013;7;21;99;77
2013;11;22;99;31076820 88600880
2014;2;29;99;77
2013;6;8;99;30749361 83636564
2013;4;6;99;27300265 81265740
2013;5;28;99;77
2013;7;24;99;32930823 82038406
2014;3;4;99;29545962 83248047
2014;11;3;99;30176735 84928041
2013;6;27;99;25880468 75715712
2014;2;16;99;77
2014;11;21;99;30959661 88577588
2013;4;19;99;31492388 81253059
2013;3;6;99;31020505 87793461
2013;7;22;99;25863348 82028103
2013;8;14;99;32256298 88924507
2014;3;3;99;31475352 85319035
2014;7;24;99;26478368 84350583
2013;1;8;17,1;77
2014;10;16;99;30593834 88989632
2013;5;21;99;77
2013;5;18;99;77
2013;4;28;99;29970676 85490602
2013;6;11;99;27688284 83300527
2014;6;4;99;77
2014;7;27;99;30661704 83581298
2014;1;31;99;33798028 88454165
2013;11;29;99;33161343 84918522
2014;7;18;99;77
2014;11;9;99;25675671 82118655
2013;3;27;99;30335930 81111912
2013;3;18;99;77
2014;10;17;99;30803539 83915191
2014;10;25;99;29747816 82322454
2014;3;15;99;77
2014;7;21;99;77
2014;7;26;99;27235182 80804077
2014;1;10;99;31855265 83784378
2014;10;14;99;31085926 87960025
2013;4;10;8,55;77
2014;9;6;99;77
2014;9;6;99;29408327 82043925
2014;8;13;99;77
2013;11;18;99;30636139 80588778
2014;2;4;99;29049707 84141089
2013;6;11;99;77
2013;3;28;99;77
2014;1;16;99;30981206 84270518
2014;1;19;99;27317215 80526157
2014;9;3;99;29064523 84153912
2013;10;19;99;30779702 82758275
2013;9;16;99;77
2013;4;26;99;33079425 85010689
2014;1;15;99;31615967 85423548
2014;12;11;99;32175594 88579086
2014;11;22;99;30059700 82813732
2014;6;6;99;77
2014;4;27;99;30536644 83200986
2014;8;3;99;77
2013;5;7;99;77
2014;10;18;99;31854349 83817232
2014;3;5;99;27898031 85485828
2013;7;1;99;77
2014;2;5;99;29857157 82372017
2014;3;25;99;77
2014;8;4;99;77
2013;9;2;99;28837379 83028928
2014;7;12;99;25645960 82408539
2013;10;8;99;77
2014;3;22;99;33413477 86728308
2013;3;21;99;31575810 84957324
2014;3;4;99;30687016 82862480
2013;7;21;99;30999176 83548762
2013;11;2;99;77
2014;5;7;99;30216424 80585934
2014;8;3;99;32267241 83340110
2014;11;28;99;28340778 77898016
2014;4;27;99;30714376 83455893
2013;8;10;99;77
2013;5;6;99;28448531 84041163
2013;5;23;99;31988868 85244888
2013;9;23;99;77
2013;3;15;99;77
2013;8;21;99;426295.281, 4578682.876
2013;5;6;99;77
2014;6;16;99;25963677 83638270
2013;6;24;99;30240046 84107697
2014;11;15;20,25;31538124 84259905
2013;1;11;99;31682278 81581233
2014;6;27;99;77
2014;7;22;99;33811225 86094765
2014;12;12;99;25482785 81673472
2013;12;14;99;25465426 82548534
2013;3;14;99;77
2013;6;14;99;29293497 86507124
2014;1;21;14,5;31157669 83505698
2014;4;30;99;28483932 82872467
2014;11;29;99;29023219 83530493
2013;6;17;99;31553122 83491688
2013;6;19;99;77
2013;11;13;99;32217004 83048236
2013;7;25;99;32328072 89288557
2014;2;19;99;30833353 85198314
2014;2;2;99;77
2013;9;25;99;77
2014;6;19;99;77
2014;8;6;99;30876254 84190463
2013;7;29;99;30810020 84481186
2013;7;23;99;31449664 82837269
2014;5;9;99;77
2013;12;16;99;427332.748, 4580399.711
2014;8;21;99;28246952 80266257
2013;1;23;99;27965540 83219368
2013;1;31;99;31559784 85433148
2013;3;3;99;32411695 85107438
2013;10;20;99;425804.837, 4579465.167
2014;3;15;99;31374261 81040105
2013;10;31;99;29560165 79597310
2014;2;20;99;25222335 82107652
2013;4;18;99;29607070 84882634
2014;11;21;10,3;77
2014;7;22;99;31866681 87473035
