Any;mes;dia;C_HORA_TRUCADA;D_COORD_GEO_IMPACTE
2013;3;29;99;29446660 83184466
2014;6;31;99;33734378 83085604
2014;9;22;99;30191003 84589026
2013;2;19;99;28887309 83016189
2014;6;15;99;77
2013;12;16;99;29625178 83251392
2014;10;17;99;27449190 80725071
2014;2;28;99;29983100 83364799
2014;7;29;99;77
2013;11;17;99;28376030 84269758
2013;11;30;99;31965261 84480384
2014;2;14;99;31956455 86150978
2013;9;3;99;427046.222, 4579267.877
2013;2;16;99;28227292 85986676
2013;6;1;99;77
2013;6;21;99;31282810 83633779
2014;6;7;99;28508657 83620468
2014;7;26;99;29443638 83140665
2013;11;11;99;31073537 81546560
2014;3;22;99;26947246 82927445
2013;11;22;99;30592265 82303752
2014;11;31;99;31447330 84913117
2014;7;24;99;25962939 83631809
2014;4;14;99;77
2014;11;15;99;28152920 76568954
2013;9;28;99;30434346 81008488
2014;1;7;99;77
2013;7;6;99;77
2014;8;28;99;30348020 82711172
2013;2;3;99;77
2014;5;2;99;26778635 84604681
2013;8;4;99;31754629 83686762
2013;6;1;99;77
2014;4;12;99;27927366 82053031
2014;6;10;99;29584595 82159888
2013;7;6;99;30067017 81840145
2013;5;21;99;31676490 84573884
2014;4;18;99;27545614 81001341
2014;3;9;99;26735034 83959617
2014;12;29;99;425639.246, 4579999.296
2013;5;10;99;30317839 83238022
2014;6;25;99;77
2013;7;30;99;77
2013;1;25;99;424852.445, 4580191.590
2014;9;4;99;33692461 88490542
2013;2;1;99;30851967 81802960
2013;10;25;99;32175594 88579086
2014;6;12;99;30941189 84529271
2014;12;10;99;77
2014;7;26;99;30733179 82374060
2013;12;4;99;30513249 83632804
2014;11;29;99;32533271 82753918
2013;11;2;99;32106417 83129141
2013;7;6;99;28565879 83666791
2013;9;11;99;33589060 85472252
2013;8;6;99;33583658 87317480
2013;12;5;99;77
2014;3;5;99;29368795 81152724
2013;12;25;99;77
2014;4;14;99;77
2013;9;29;99;77
2014;3;15;99;77
2014;10;23;99;31740348 84635074
2014;11;25;99;32838875 88956971
2014;9;15;99;28882184 82605006
2013;5;28;99;26739949 83957324
2013;3;5;99;32155929 85478085
2013;6;2;99;32200929 88881521
2013;6;6;99;77
2014;7;23;99;31081618 83614390
2014;3;10;99;77
2014;2;4;99;33147818 88359520
2013;4;3;99;30763466 83601786
2014;5;12;99;31245680 83784714
2014;4;16;99;32285292 81654827
2014;11;23;99;27575858 82551489
2014;10;20;99;31241682 87053235
2014;6;7;99;77
2013;11;27;99;28383049 83400701
2013;9;17;99;29538098 84827750
2014;9;25;99;77
2013;4;3;99;32272890 80971001
2013;10;30;11,5;31442806 83386385
2014;4;3;99;28426788 79132181
2014;9;29;99;31699363 81616118
2013;6;22;99;29205126 83677399
2013;2;27;99;30181857 82931763
2014;12;12;99;29411526 80780668
2013;5;9;99;30115775 83410272
2014;4;7;99;29041503 80951138
2014;9;4;99;30400342 85039508
2013;7;18;99;30214232 84084469
2013;12;17;99;30786018 82562129
2014;1;5;99;33838985 85368641
2013;10;6;99;32770959 81829555
2013;3;23;99;29384142 87752473
2014;4;22;99;77
2013;2;19;99;33908952 83299937
2013;4;5;99;28693674 82031993
2014;7;8;99;77
2013;9;14;99;77
2014;7;5;99;77
2014;5;19;99;29009465 83050212
2013;5;23;99;31837454 81805975
2014;10;24;99;77
2014;12;20;99;77
2013;9;2;99;26980359 84433373
2013;5;26;99;27832810 79881961
2013;8;10;99;77
2013;6;8;99;77
2014;12;13;99;77
2014;10;25;99;30706476 82647500
2014;5;1;99;77
2013;4;26;99;30946960 83673511
2013;3;15;99;77
2014;2;21;99;33562794 82958223
2014;6;4;99;30790509 82724725
2013;12;23;99;33527776 88314301
2013;6;23;99;29624854 83546784
2013;10;10;99;31900638 86184386
2014;6;29;99;27109162 82876569
2013;11;18;99;77
2014;1;18;99;426179.672, 4579632.523
2014;6;30;99;29233830 84650571
2014;9;10;99;29040921 82441703
2014;6;18;99;77
2013;6;3;99;30786096 83525183
2014;11;22;99;29714169 78564530
2013;1;28;99;77
2013;6;13;99;77
2014;8;5;99;77
2014;5;12;99;29827510 82401934
2014;6;21;99;32508987 88216202
2014;1;3;99;27934410 85370665
2013;2;27;99;30827220 81165310
2013;2;1;99;77
2014;8;21;99;31509889 88773850
2013;11;31;99;77
2014;3;20;99;77
2014;5;14;99;32436671 84136830
2013;3;24;99;30228789 83540106
2013;10;18;99;77
2013;3;26;99;27263335 81032281
2013;11;23;99;30448957 85041729
2014;3;18;99;31435030 81187681
2014;8;17;99;28503075 78498322
2013;10;16;99;33709409 88485602
2014;6;23;99;28465722 82842408
2014;4;6;99;29825908 81249260
2013;6;5;99;77
2014;11;23;99;30391550 83139881
2014;5;26;99;77
2013;1;25;99;77
2013;9;16;99;28155554 82425198
2014;2;31;99;77
2014;12;23;99;34137996 85258526
2014;6;3;99;77
2013;6;23;99;31497872 84775405
2013;7;10;99;30890356 83445238
2013;2;28;99;77
2014;2;4;99;32637662 88899445
2013;1;3;99;29850087 85337895
2014;4;19;99;33854734 85354841
2014;8;24;99;33363914 85277880
2014;5;16;99;31780671 88835389
2013;5;15;99;28302399 84218908
2014;9;29;99;31230045 86524269
2014;1;22;99;25432007 81824962
2013;6;30;20,05;77
2014;12;14;99;77
2013;8;24;99;29847716 83320095
2014;9;11;99;27885269 80015659
2013;7;30;16,55;30685579 82854671
2014;2;31;99;29064523 84153912
2014;5;28;99;31948454 83896245
2014;7;8;99;32833948 81961969
2014;7;3;99;28604721 82317621
2014;6;14;99;27958481 80008437
2013;4;5;99;30868162 82837141
2013;10;28;99;32593227 84508997
2013;3;21;99;29833719 82409324
2014;5;11;99;77
2014;8;6;99;32038459 84353009
2013;10;8;99;77
2013;2;29;99;27105964 80821245
2014;6;19;99;77
2014;1;26;15,2;77
2013;4;17;99;29223023 83669801
2014;9;5;99;77
2014;7;11;99;28658568 82633260
2014;10;6;99;25367912 81855037
2014;2;11;99;27521826 76146868
2014;5;16;99;29001747 84609295
2014;9;25;99;31145257 84052401
2014;5;11;99;77
2014;5;6;99;25240276 82146015
2014;6;16;99;30071562 83379753
2014;1;23;99;77
2014;9;1;99;26293268 82168325
2013;6;24;99;77
2014;1;1;99;27734016 79745821
2014;1;20;99;31277041 84186000
2013;7;16;99;29286902 82056039
2013;10;19;99;77
2014;9;6;99;29851664 88108587
2013;4;12;17,57;29595955 82162216
2014;1;21;99;26070411 83892085
2013;1;15;99;29691699 81676032
2014;7;10;99;32101253 88304901
2013;6;8;99;30378130 84705240
2014;1;19;99;77
2013;3;14;99;77
2013;4;3;99;77
2014;12;22;99;77
2014;10;30;99;26464165 84114307
2013;4;8;99;31381239 85034095
2013;6;3;99;31131588 83759472
2013;11;13;99;426819.157, 4580862.670
2014;9;24;99;27825507 84294225
2014;3;17;99;32004299 88984151
2013;6;14;99;34775795 85133457
2013;10;29;99;32519012 81998439
2014;9;9;99;77
2014;5;2;99;29516545 83211777
2013;5;21;99;33206231 89153364
2013;5;18;99;33453405 85380177
2014;10;7;99;77
2014;1;9;99;31275033 86472206
2014;9;14;99;77
2013;2;10;99;26606040 82241836
2014;4;5;99;31755891 83695088
2014;8;27;99;27875197 83719537
2013;11;18;99;77
2014;6;5;99;28138957 82771027
2014;6;8;99;30015670 82209270
2013;10;8;99;27922132 82691832
2014;4;3;99;77
2013;9;8;99;27508856 85298163
2014;2;4;99;30707126 80917075
2014;8;3;99;77
2013;7;10;99;30401011 80563039
2014;7;19;99;29524029 83225670
2013;9;21;99;28233704 84834328
2014;10;26;99;29311518 82162297
2013;12;16;99;29749788 78498602
2014;6;24;99;28011179 80989599
2014;12;19;99;28200897 80140894
2013;11;10;99;29873302 81861163
2013;12;26;99;31435680 82716195
2014;8;28;99;77
2013;11;13;99;31811020 84514633
2014;9;5;99;33400831 85242394
2013;2;11;99;29267969 83981903
2013;8;29;99;77
2013;10;18;99;29740798 81336664
2014;7;5;99;425170.805, 4580604.750
2013;12;26;99;28293610 82253217
2013;1;10;99;30513186 82601252
2013;7;8;99;29756323 83430784
2013;4;27;99;31170377 83515790
2014;4;18;99;77
2014;10;13;99;31291695 81063005
2014;10;22;99;30873571 84544465
2013;2;14;99;77
2014;5;22;99;28246316 83814844
2013;6;13;99;29743994 81337662
2014;4;16;99;30529432 86764522
2014;9;2;99;30723108 84572126
2014;2;11;99;77
2013;7;18;99;29000952 78514219
2013;2;23;99;33986194 87904292
2014;5;9;99;26503771 82242665
2013;6;15;11,39;29080952 81055762
2013;2;11;99;77
2013;4;9;99;77
2014;6;11;99;25122466 81774029
2013;11;15;99;30945842 86566344
2013;11;8;99;32915451 82109733
2014;6;21;99;29956887 81911570
2013;10;11;99;77
2013;3;22;99;27966785 80359180
2014;11;8;99;426718.141, 4578696.919
2013;10;9;99;31951551 86841303
2013;8;12;99;32886889 89346109
2013;3;29;99;77
2014;11;20;99;27706296 79767981
2013;9;19;99;30718421 82892867
2014;6;29;99;31590335 88834215
2013;11;16;99;27175057 81934721
2013;10;9;99;25773458 81997841
2014;7;6;99;77
2013;9;15;99;30518546 82878416
2014;7;11;99;77
2014;8;6;99;32043878 83187044
2013;3;19;99;30996938 84289013
2014;6;8;99;29765284 86534535
2014;2;12;99;30323344 82506728
2013;5;20;99;29043156 84300790
2013;9;31;99;28209773 85937754
2013;1;24;99;30367102 88269530
2014;6;1;99;28904776 86691813
2013;1;27;99;32490685 81327439
2014;12;28;99;29491688 80946094
2013;9;29;99;30193925 82946921
2014;3;25;99;28488138 82659332
2014;12;22;99;77
2014;12;10;99;32121202 84629301
2013;9;17;99;77
2014;4;12;99;31224747 90004809
2014;9;10;99;31437158 87339661
2014;10;18;99;27810601 80371434
2013;2;14;99;31367034 83114195
2013;8;22;99;29434286 78375734
2013;3;13;99;30045406 88101108
2014;10;14;99;33229921 82594943
2014;6;4;99;30909723 84742547
2013;10;22;99;77
2013;4;24;99;28943769 82551096
2014;3;30;99;29843062 83331133
2013;3;26;99;77
2013;2;26;99;25772339 82004473
2013;5;30;99;33076324 85006729
2013;6;7;99;27870608 79683690
2013;12;13;99;30513186 82601252
2014;7;29;99;31116737 83096886
2014;10;29;99;28239600 81545842
2014;5;25;99;27119136 82035420
2013;4;16;99;32979086 85461358
2013;9;24;99;77
2014;11;10;99;32027285 88891041
2013;10;5;99;31360412 86365156
2013;4;17;99;33733524 85426426
2013;6;7;99;28698895 82406501
2014;6;20;10,2;26983418 84837299
2014;5;29;99;77
2014;1;15;99;33897725 88267008
2014;2;22;3,15;77
2013;3;15;99;77
2014;11;27;99;77
2013;4;10;99;26070411 83892085
2014;5;15;99;28431952 83039895
2013;4;10;99;77
2014;7;19;99;26361888 83530407
2013;9;13;99;32986187 83007575
2014;12;23;99;28014569 84690722
2014;10;10;99;32546393 81348371
2014;7;8;99;27404340 81015430
2013;3;29;99;29037270 81041753
2013;10;26;99;27778863 83476836
2014;5;6;99;30439405 85037595
2014;3;2;99;30285048 82310162
2013;11;12;99;31832300 84548362
2014;12;20;99;28726875 84058778
2013;6;22;99;28512227 82861962
2013;9;15;99;29743193 83285558
2013;9;17;99;26712860 82274190
2014;11;7;99;28976322 82692332
2013;6;14;99;34414561 84028152
2014;4;10;99;30457714 82446367
2014;10;5;99;30880426 81716633
2014;5;7;99;77
2014;11;22;99;31102210 85460277
2013;7;6;99;29177529 84626916
2014;12;4;99;31694319 83938304
2014;7;26;99;31002117 84649445
2014;8;23;99;33185035 84882987
2013;11;8;99;77
2013;4;17;99;77
2014;9;20;99;33073158 83096647
2014;12;2;99;31219890 87857292
2013;5;22;99;77
2013;6;26;99;31380576 81859346
2013;9;20;99;30667035 83610586
2014;5;1;99;77
2014;1;30;99;31941204 86815610
2014;11;22;99;27972967 80007679
2013;5;18;99;29749788 78498602
2014;11;21;99;30911995 84770205
2014;7;20;99;32076011 84147106
2013;2;21;99;28064089 82741608
2013;11;29;99;32063090 84316921
2014;11;29;99;77
2014;6;5;99;33845746 84792286
2013;11;16;99;31509610 83849619
2013;5;10;99;28244891 83000334
2013;2;8;12,4;77
2013;12;25;99;28748103 81209079
2014;5;16;99;29765623 86530133
2013;9;22;99;31255452 80882196
2013;12;12;99;29070996 82396848
2014;11;29;99;27876750 85410186
2013;1;10;99;30579516 84952595
2014;1;6;99;28251590 80267909
2014;11;3;99;30134504 83626261
2013;3;13;99;29829985 82404486
2013;11;2;99;28697369 87184633
2013;10;23;99;26825522 82337879
2013;7;18;99;77
2013;1;26;99;29860365 82992692
2013;12;13;99;31085630 84567597
2014;7;25;99;28960227 82673631
2013;1;6;99;29710864 86760006
2014;1;20;99;28398842 82823822
2014;3;8;99;31454990 87349933
2013;2;25;99;77
2014;6;29;99;28734502 78074107
2014;7;12;99;27367033 85373490
2014;1;22;99;77
2014;4;4;99;29789815 85562829
2014;3;16;99;28768395 87392342
2014;7;26;99;28599894 86955345
2014;12;7;99;maresme
2014;4;8;99;77
2013;6;26;99;29744289 86386526
2014;12;20;99;27816438 83487891
2014;7;3;99;30865432 80630975
2013;7;7;18,47;30409171 82231390
2013;3;17;99;25745796 82026109
2014;2;11;99;33176309 84712494
2013;7;28;99;77
2014;12;11;19;77
2014;4;4;99;28400440 86490323
2013;5;3;99;77
2014;2;9;99;29256394 81645487
2013;9;5;99;28605573 80970911
2013;7;10;99;29957265 82651195
2013;11;7;99;28842923 87677015
2014;1;18;99;28998442 82709630
2013;6;22;99;29264645 83369461
2014;11;8;99;77
2014;8;18;99;27095800 83663244
2014;8;11;99;77
2014;6;28;99;77
2013;4;14;99;29840405 83330341
2014;12;5;99;32253678 88927165
2013;5;30;99;29265589 83369884
2013;1;26;99;27638015 81623037
2013;2;27;99;27724189 82369518
2014;4;17;99;31865123 82241835
2013;1;4;99;31167578 87772984
2013;2;24;99;28661097 82637818
2014;3;10;99;31565898 84074460
2014;2;27;99;27305672 81284917
2014;3;12;99;31819747 87224696
2014;3;23;99;31905297 86263364
2014;7;1;99;27096733 81821841
2013;4;4;99;30827220 81165310
2013;8;30;9,4;31358007 84086242
2013;12;9;99;77
2014;2;10;99;29068574 81263818
2013;1;18;99;77
2014;11;7;99;31402823 83344303
2013;1;22;99;32495240 88496002
2013;5;23;99;28752637 87449138
2013;8;9;10,3;29045312 80946965
2013;3;24;99;29829826 82398860
2013;9;10;99;28135990 85706820
2013;4;12;99;31645460 87035506
2014;1;4;99;28295269 85022176
2014;6;28;99;77
2014;11;1;99;30001496 82217469
2014;1;5;99;77
2013;1;2;99;28178303 82781776
2014;3;3;99;32132676 85030937
2014;2;15;99;77
2013;2;29;99;31210584 83101693
2013;1;3;99;77
2014;8;30;99;31095024 87651506
2014;5;13;99;77
2014;4;24;99;77
2014;10;24;99;33610314 88719648
2013;4;2;99;29002689 83073446
2014;12;16;99;30646717 80914881
2014;12;14;99;25180900 82079489
2014;11;16;99;30020403 80918271
2014;6;28;99;32369570 89329468
2014;4;2;99;30586855 82957294
2014;3;18;99;31055766 82285486
2014;12;17;99;77
2013;3;26;99;27942814 85521287
2014;7;1;99;30168661 87366194
2013;8;6;99;29527649 80983822
2014;3;5;99;31244922 80841571
2014;8;15;99;31120928 88614582
2014;3;10;99;77
2014;2;1;99;77
2013;9;2;99;77
2013;5;9;10,47;30218365 83525721
2014;5;2;99;77
2014;12;8;99;30902181 88505292
2014;2;20;99;30287539 84006394
2014;2;16;99;31303115 84154528
2014;12;9;99;33147959 88330505
2013;3;3;99;77
2014;11;17;99;34356263 83960763
2013;2;30;99;30107913 82495986
2014;4;11;99;28524184 82202806
2014;6;4;99;30026497 83340398
2013;2;10;99;31154910 80736303
2014;12;17;99;77
2013;1;17;99;77
2013;7;13;99;77
2014;9;25;99;30923358 82408580
2013;5;22;99;29554447 82122615
2013;1;14;99;32130954 85181514
2013;1;25;99;30880410 80714883
2014;2;19;99;30640812 84848241
2014;11;16;99;28107187 82728675
2014;2;13;99;77
2014;11;2;99;32504247 85467545
2014;7;23;99;28231661 79137720
2013;5;16;99;27376499 80574061
2013;9;30;99;32076510 88431908
2013;4;6;99;32148159 86308699
2013;3;27;99;77
2014;12;25;99;26070272 82062576
2013;10;12;99;29342615 84311587
2013;10;2;99;27223615 81712834
2014;6;5;99;34787381 84900151
2013;10;5;99;30462544 82447957
2014;3;24;99;32475543 88950728
2014;4;14;99;30318295 82287968
2014;1;18;99;28901510 83677273
2013;6;18;99;27834619 81087166
2014;5;2;99;30881048 80097213
2014;11;18;17,25;77
2013;12;16;99;28041550 80982870
2013;7;30;99;28964807 88028844
2014;12;4;99;29125521 84600808
2014;10;27;99;77
2014;4;14;99;27568067 82570691
2014;10;28;99;30028487 85306456
2013;10;19;99;28539823 82935458
2013;5;4;99;27390652 85185692
2013;1;8;99;29522440 81182563
2013;1;27;99;30403449 82777218
2014;6;8;99;31113178 88208119
2014;11;23;99;77
2014;10;25;99;77
2013;8;8;99;77
2014;3;10;99;31609024 83628572
2013;5;6;99;26600491 77009802
2014;5;7;99;30278626 82826848
2014;3;24;99;31948368 87759256
2014;5;29;99;26912893 83916633
2013;12;13;99;32428212 83996474
2013;11;10;99;31117039 83741207
2013;4;2;99;27461546 83230525
2014;10;12;99;27221303 80651905
2013;7;25;99;77
2014;1;3;99;77
2013;6;16;99;31946179 83867868
2013;6;10;99;77
2014;3;5;99;77
2014;2;30;99;28461472 77237155
2014;12;29;99;77
2013;7;29;99;30414288 83143649
2013;7;12;99;26652567 84488151
2013;4;8;99;27670883 81221655
2013;2;3;99;29252140 82411569
2013;6;25;99;27211430 81395424
2013;11;2;99;77
2014;2;9;99;77
2013;3;19;99;27716120 83642404
2013;10;15;99;77
2013;7;19;10,3;33971696 88037812
2013;4;17;99;25677855 81977662
2014;1;19;99;31156718 85924568
2013;7;9;99;28590412 81375974
2014;1;1;99;29190122 82860342
2014;6;28;99;32443871 86542042
2014;12;6;99;25430851 81891859
2014;6;12;99;29304758 83920952
2013;12;11;99;28412783 82114372
2013;7;13;99;28969350 81564365
2014;2;12;99;77
2013;9;12;99;26038795 82372727
2013;7;14;99;29763601 86533558
2013;8;28;99;29364066 82498065
2013;1;29;99;30753407 83490197
2013;2;13;99;27466749 81008176
2013;2;22;99;32209963 81699531
2013;9;3;99;31759778 83711549
2013;3;15;99;33176309 84712494
2013;10;14;99;31351713 86563274
2014;1;10;99;31156000 80755125
2014;10;13;99;28237911 84203702
2013;12;26;99;77
2013;9;28;5,2;77
2014;3;20;99;30248925 84313022
2014;1;16;99;29350580 82525488
2013;11;22;99;32593227 84508997
2014;5;11;99;77
2013;9;17;99;27833747 85373256
2014;10;31;99;77
2014;2;6;99;77
2013;12;8;99;28148992 82763103
2013;7;28;99;77
2014;8;12;99;31113523 90422309
2013;2;3;99;77
2013;1;8;99;29266164 86282014
2013;9;14;99;29272690 82973149
2014;11;22;99;25981303 83593491
2013;1;20;99;31397170 84245342
2014;9;7;99;77
2014;11;20;99;77
2014;10;26;99;29857157 82372017
2013;3;20;99;29721862 81734721
2014;6;6;99;32148404 85916044
2013;2;13;99;29552398 83225534
2013;10;30;99;77
2013;4;12;99;27212447 81783892
2013;5;31;99;28723510 83939024
2013;12;28;99;28974889 81927831
2014;11;17;99;30501614 85151342
2014;9;19;99;30818244 85238472
2014;9;7;99;32783398 88850609
2014;5;20;99;77
2014;4;3;99;29084611 83072186
2014;1;21;99;32917360 85171966
2014;10;6;99;28935590 87681044
2014;1;24;99;32434761 85649442
2014;9;13;99;30866205 82856994
2014;1;31;99;32043666 83399610
2014;10;24;99;32745588 82449884
2013;7;21;99;28093188 82502479
2013;3;12;99;33479209 84059394
2014;11;16;99;30088006 83018883
2014;12;17;99;29926437 82692018
2014;9;2;99;77
2013;4;13;99;31241661 88691809
2013;4;15;99;77
2014;4;14;99;30360348 82524980
2014;11;10;99;31329195 87504637
2013;10;17;99;77
2014;7;25;99;29653341 81611155
2014;11;10;99;77
2014;8;2;99;77
2014;7;2;99;77
2014;6;8;99;29113280 82252154
2013;2;20;99;25923222 83464431
2014;9;17;99;27667476 80653949
2013;5;1;16,3;77
2013;3;29;99;30733352 84747088
2014;5;18;99;26710940 82270957
2014;8;26;99;77
2013;11;4;99;28738552 80324710
2014;1;19;99;29920626 78844507
2013;11;29;99;77
2013;9;25;99;77
2014;5;28;99;30495944 82857463
2014;6;20;99;29950100 82658368
2014;12;8;99;30595403 82537142
2014;11;5;99;77
2014;1;19;99;28630427 82937118
2014;8;18;99;31737249 88059636
2013;12;16;99;26261798 81870152
2013;3;7;99;77
2013;10;24;99;27950637 81171625
2013;7;7;99;27906584 79006614
2014;9;8;99;27664205 83311820
2014;11;20;99;77
2014;3;27;99;77
2013;8;28;99;33964029 84677983
2013;11;25;99;32000456 83912581
2014;12;7;11,25;77
2014;10;22;99;33309865 89043978
2014;7;31;99;27346400 85339593
2013;12;4;99;32495680 86566613
2013;9;17;99;30657780 84639305
2013;4;15;99;28022342 85498376
2013;3;17;99;27057914 83216879
2013;9;5;99;31165662 85428310
2014;6;11;99;31864973 87481855
2014;7;11;99;26119523 82117617
2014;2;4;99;30551923 84935069
2013;6;19;20,1;31927811 83890345
2013;7;25;99;77
2013;7;14;99;77
2013;9;5;99;31754401 88057663
2013;12;24;99;30065984 86993020
2014;1;16;99;28447478 83741411
2014;3;3;99;77
2014;2;6;99;77
2014;3;2;99;28121492 77763282
2014;2;22;99;26554857 83368166
2013;10;20;99;27922738 85506096
2014;6;19;99;32207539 83013029
2014;6;19;99;27904174 82662102
2013;9;9;99;77
2014;7;18;99;77
2013;11;11;99;29444894 83179985
2013;3;11;99;32228646 84164006
2013;9;7;99;29556370 82124508
2014;8;16;99;77
2014;8;14;99;32410639 82619668
2014;3;17;99;31355915 82674493
2013;7;6;99;30094760 83407683
2014;2;25;99;28050415 82469385
2013;7;25;99;27971037 82409401
2013;2;18;99;25044366 81816820
2014;5;7;99;29347653 81551896
2014;7;10;99;77
2014;10;4;99;77
2013;1;28;99;28536601 80527629
2014;11;12;99;30208828 84660084
2014;10;12;99;33215676 85724366
2014;10;12;99;26584165 84413027
2013;2;4;19,32;29923124 82689262
2014;5;3;13,25;29934821 81921403
2013;11;24;99;31120720 83652932
2014;9;31;99;426244.152, 4580686.385
2014;1;11;99;77
2013;2;28;99;29493537 86347504
2014;4;12;99;27256586 81469400
2013;1;27;99;77
2014;4;19;99;28213285 79609036
2014;5;11;99;31161025 87763540
2014;6;3;99;32053505 88406746
2013;10;8;99;30785048 81895492
2014;8;28;99;32306242 88891859
2014;6;4;99;33525086 84485053
2014;1;28;99;31878959 87449135
2013;6;18;99;77
2014;10;10;99;28475099 85120803
2013;11;29;99;28474771 83589768
2014;3;1;15,42;28421346 82345942
2013;10;3;99;30541541 82481436
2013;5;5;99;32600294 87468266
2013;11;22;99;29913970 87000326
2013;1;20;99;77
2014;10;9;99;33500998 88466529
2014;10;2;99;28898418 80976312
2014;10;28;99;31241193 84217547
2013;9;31;99;77
2013;10;26;99;30480016 85113061
2014;2;21;99;31081503 84387649
2013;8;30;99;33852465 85541198
2014;10;11;99;30120386 82091498
2014;12;18;99;26193510 76887202
2013;11;1;99;31633919 83974724
2013;8;12;99;77
2013;3;23;99;27519930 80524061
2014;4;16;99;31922088 86410515
2014;12;4;99;27958481 80008437
2014;2;20;99;32145275 85368775
2014;11;19;99;34389725 85356971
2014;7;15;99;29837270 83305047
2013;3;19;99;31736996 86383145
2014;3;25;99;26348396 82154654
2013;9;22;99;30238286 82213431
2013;12;15;99;28875298 81648822
2014;9;13;99;77
2013;7;24;99;32197807 88883617
2013;2;19;99;29258604 84671956
2013;4;28;99;31264761 85798716
2014;10;24;99;30821198 82715542
2013;8;15;99;30388077 87615656
2014;12;19;99;31699445 83550184
2013;11;20;99;31074208 83420406
2014;2;30;99;29922872 82679017
2014;9;6;99;77
2014;3;23;99;77
2013;9;21;99;77
2013;10;30;99;77
2013;7;13;99;426210.947, 4580244.209
2013;4;7;99;33695946 83098802
2014;6;17;99;29450652 83176349
2014;7;8;99;77
2014;12;6;99;31085926 87960025
2014;4;29;99;77
2014;1;10;99;32131262 88465299
2013;2;1;99;27745837 84708449
2014;8;25;99;28487685 84294209
2014;12;5;99;77
2014;6;29;99;29522113 83669820
2013;6;26;99;28167268 81776300
2013;12;8;99;77
2014;2;14;99;28896073 82578081
2014;8;8;99;30666196 82689284
2014;7;13;99;27895691 82800703
2014;4;7;99;77
2013;8;17;99;28611711 81926734
2014;3;30;99;31598138 81742610
2013;10;25;99;77
2014;5;8;99;30769855 82775911
2013;12;2;99;28223456 79434732
2013;10;15;99;26197565 75843080
2013;2;17;99;28171186 81774909
2013;3;13;99;77
2014;5;10;99;77
2014;5;21;99;30280982 82827880
2014;12;28;99;31139373 83160594
2013;3;15;99;30416894 83139591
2014;1;2;99;27904302 83883266
2013;4;17;17,25;30340781 82519202
2013;12;17;99;425215.720, 4579157.406
2013;10;8;99;77
2013;3;23;99;27975974 84109654
2013;1;29;99;29525200 82147536
2013;11;9;99;33220852 84288133
2013;5;24;99;29353671 81362455
2013;8;17;99;30347412 83015765
2014;7;9;99;29148288 82294873
2013;8;28;8;32132245 82933283
2013;6;3;99;27761957 80744456
2013;3;8;99;77
2013;4;5;99;31055521 87287670
2013;9;26;99;77
2014;2;15;99;32128956 85074513
2013;12;12;99;30404375 82668302
2014;9;15;99;30999374 87444143
2013;4;2;99;77
2013;12;13;99;31224888 83147088
2013;8;29;99;26499157 84067459
2014;4;26;99;27898000 82727112
2014;3;15;99;426360.123, 4579401.188
2014;3;15;99;28477700 82189684
2013;1;13;99;29037228 81998540
2014;9;25;99;28522124 83407767
2013;1;12;99;29532161 80945725
2013;7;22;99;29538341 83231037
2014;10;1;99;77
2014;12;30;99;27977350 82068858
2013;3;11;99;28661097 82637818
2013;9;14;99;77
2013;10;25;99;32584643 81993382
2013;7;12;99;29932021 82669028
2013;2;4;99;77
2013;4;6;99;26691632 82291157
2014;10;18;99;29375840 83596162
2014;11;11;99;29917805 80925370
2013;8;19;99;29668768 81449381
2014;12;10;99;29189340 81770482
2014;12;31;99;77
2013;10;22;99;30685579 82854671
2013;9;14;99;35131493 85038005
2014;6;4;99;25233414 84985689
2014;4;6;99;33603970 88729397
2013;7;28;99;28264437 79173426
2014;5;22;99;33649364 83562221
2014;5;9;99;77
2013;5;12;99;29750992 81720136
2014;8;30;99;30115775 83410272
2013;8;27;99;77
2014;10;13;99;28455114 85363713
2013;12;27;99;77
2013;6;29;99;77
2013;10;29;99;26992093 83974271
2013;11;26;99;30705682 88419533
2014;12;16;99;29122876 83931064
2013;7;14;99;30099770 84182505
2013;11;18;99;31129181 87061821
2014;11;12;99;424664.774, 4578751.462
2013;10;26;99;425221.937, 4581298.108
2013;1;1;99;32922844 82331708
2014;3;11;99;28747725 84360001
2013;1;6;99;30665407 87610712
2014;3;10;99;29532034 82475001
2014;11;15;99;77
2014;8;18;99;32600593 83001795
2013;10;16;99;28164021 77775146
2014;4;4;99;77
2013;8;21;99;29620289 82606518
2014;6;10;99;30127714 83624970
2014;6;13;99;77
2013;5;16;99;25328446 82268993
2013;7;8;99;32707556 82317215
2014;9;6;99;77
2014;4;4;99;77
2013;3;5;99;427275.699, 4580103.582
2014;11;10;99;31346178 86718687
2013;1;3;99;25653593 83019023
2014;2;23;99;27443561 80740777
2013;5;28;99;77
2014;7;17;99;29847103 83321944
2014;8;9;19,55;33092672 84794760
2013;8;12;99;77
2014;9;1;99;77
2014;6;21;99;77
2014;6;2;99;77
2013;8;20;99;30107994 82477934
2013;2;7;99;34917390 84531752
2013;4;26;99;31467162 84368044
2014;10;11;99;28587058 81377128
2014;2;6;99;27671686 83173045
2014;9;15;99;77
2013;2;27;99;28342259 83872029
2014;6;14;99;77
2013;9;8;99;33287157 84992281
2013;7;28;99;28839400 84633347
